SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018
050,4,8,35,028,New Mexico,Los Alamos County,17950,17950,17994,18229,18238,17950,17807,17830,18239,18804,19101,44,235,9,-288,-143,23,409,565,297,36,188,168,160,181,149,169,179,183,43,110,121,139,112,125,129,114,101,-7,78,47,21,69,24,40,65,82,8,107,86,113,51,90,89,69,69,41,51,-129,-433,-269,-90,280,429,147,49,158,-43,-320,-218,0,369,498,216,2,-1,5,11,6,-1,0,2,-1,94,94,94,94,94,94,94,94,94,94,10.380145212,9.2138097458,8.8427102907,10.123891825,8.3620955748,9.3709279437,9.6644440245,9.655718243,6.0734892196,6.6361367812,7.682104565,6.2645076489,7.0151808514,7.1529568327,6.1550090435,5.3291122543,4.306655992,2.5776729646,1.1606057257,3.8593841765,1.3469147235,2.2179711109,3.509434981,4.3266059887,5.9078486045,4.7165930842,6.2451641428,2.8525883044,5.050930213,4.9349857218,3.7254002106,3.640680649,2.8158904563,-7.074889626,-23.93058472,-15.04600498,-5.050930213,15.525797776,23.162270874,7.756232687,8.7237390608,-2.358296542,-17.68542058,-12.19341667,0,20.460783498,26.887671085,11.396913336
050,4,8,35,029,New Mexico,Luna County,25095,25095,25082,25105,24926,24607,24448,24382,24379,24148,23963,-13,23,-179,-319,-159,-66,-3,-231,-185,84,381,390,389,395,415,408,381,372,92,295,285,285,312,310,313,283,277,-8,86,105,104,83,105,95,98,95,1,-1,-18,3,14,43,28,20,21,-4,-58,-268,-430,-259,-213,-124,-349,-299,-3,-59,-286,-427,-245,-170,-96,-329,-278,-2,-4,2,4,3,-1,-2,0,-2,551,551,551,551,551,551,551,550,550,550,15.183214777,15.590333993,15.706700583,16.104372643,16.997747287,16.734685507,15.702598553,15.464238947,11.756032439,11.392936379,11.507479862,12.72041586,12.697112431,12.838128832,11.663609949,11.515038141,3.4271823381,4.1973976135,4.1992207215,3.3839567832,4.3006348556,3.8965566744,4.0389886043,3.9492008065,-0.039850957,-0.719553877,0.121131367,0.5707878911,1.7612123694,1.1484588093,0.8242833886,0.8729812309,-2.31135553,-10.71335772,-17.3621626,-10.55957599,-8.724144993,-5.08603187,-14.38374513,-12.42958991,-2.351206488,-11.43291159,-17.24103123,-9.988788095,-6.962932623,-3.93757306,-13.55946174,-11.55660868
050,4,8,35,031,New Mexico,McKinley County,71492,71485,71672,72328,72374,72674,72807,73461,73106,72574,72290,187,656,46,300,133,654,-355,-532,-284,299,1297,1246,1195,1192,1118,1001,888,878,148,490,539,527,571,623,584,722,625,151,807,707,668,621,495,417,166,253,1,54,37,115,104,106,107,118,174,39,-201,-709,-483,-602,64,-881,-820,-714,40,-147,-672,-368,-498,170,-774,-702,-540,-4,-4,11,0,10,-11,2,4,3,780,780,778,773,775,776,773,770,773,775,18.013888889,17.221600254,16.477304065,16.387019611,15.287007411,13.659282103,12.191103789,12.121714159,6.8055555556,7.4497933684,7.2665600353,7.8498223136,8.5186096754,7.9690516965,9.9121361889,8.6287828584,11.208333333,9.7718068859,9.2107440296,8.5371972972,6.7683977357,5.6902304066,2.2789676002,3.4929313011,0.75,0.5113958342,1.5856819811,1.429739966,1.4493942626,1.4600831019,1.619989017,2.4022531478,-2.791666667,-9.799449904,-6.659864321,-8.275994803,0.8751059699,-12.02180573,-11.2575508,-9.857521537,-2.041666667,-9.28805407,-5.07418234,-6.846254837,2.3245002325,-10.56172263,-9.637561779,-7.45526839
050,4,8,35,033,New Mexico,Mora County,4881,4881,4893,4780,4685,4697,4616,4613,4539,4542,4506,12,-113,-95,12,-81,-3,-74,3,-36,11,42,45,40,39,48,47,38,37,3,44,50,47,45,52,55,23,32,8,-2,-5,-7,-6,-4,-8,15,5,-1,-3,-1,0,0,0,0,0,0,5,-109,-91,19,-77,2,-66,-12,-41,4,-112,-92,19,-77,2,-66,-12,-41,0,1,2,0,2,-1,0,0,0,8,8,8,8,8,8,8,8,8,8,8.6839656777,9.5087163233,8.5269665317,8.3753892408,10.401993715,10.270979021,8.3691223434,8.1786030062,9.0974878528,10.565240359,10.019185675,9.6639106625,11.268826525,12.019230769,5.0655214183,7.0733863837,-0.413522175,-1.056524036,-1.492219143,-1.288521422,-0.86683281,-1.748251748,3.303600925,1.1052166225,-0.620283263,-0.211304807,0,0,0,0,0,0,-22.53695854,-19.22873745,4.0503091025,-16.53602491,0.4334164048,-14.42307692,-2.64288074,-9.062776304,-23.15724181,-19.44004226,4.0503091025,-16.53602491,0.4334164048,-14.42307692,-2.64288074,-9.062776304
050,4,8,35,035,New Mexico,Otero County,63797,63832,64399,65644,66226,66326,65362,64739,65644,66198,66781,567,1245,582,100,-964,-623,905,554,583,207,906,938,812,885,923,942,971,952,95,567,528,569,601,618,638,590,585,112,339,410,243,284,305,304,381,367,69,382,597,805,343,480,362,268,227,358,513,-424,-952,-1625,-1423,240,-92,-6,427,895,173,-147,-1282,-943,602,176,221,28,11,-1,4,34,15,-1,-3,-5,2306,2303,2305,2330,2364,2292,2273,2322,2320,2321,13.933852649,14.226131796,12.251795522,13.440860215,14.188976257,14.449736545,14.729752279,14.318050218,8.7201925517,8.0078865549,8.5853099161,9.1276350161,9.5003112966,9.7865519278,8.9501069462,8.7983816994,5.213660097,6.2182452415,3.6664856056,4.313225199,4.6886649603,4.6631846176,5.7796453331,5.5196685191,5.8749798144,9.0543717297,12.146176595,5.2092825466,7.3788825605,5.5528711565,4.0654723078,3.4140728987,7.889698023,-6.430575567,-14.36417406,-24.67954559,-21.87531226,3.6814615402,-1.395609897,-0.090239812,13.764677837,2.6237961629,-2.217997465,-19.47026305,-14.4964297,9.2343326967,2.6698624111,3.3238330864
050,4,8,35,037,New Mexico,Quay County,9041,9040,9066,9044,8807,8676,8466,8446,8390,8310,8253,26,-22,-237,-131,-210,-20,-56,-80,-57,30,123,117,95,87,82,84,89,80,43,130,114,130,116,112,112,112,103,-13,-7,3,-35,-29,-30,-28,-23,-23,0,-4,-1,7,9,23,16,19,20,37,-10,-245,-104,-193,-13,-42,-77,-55,37,-14,-246,-97,-184,10,-26,-58,-35,2,-1,6,1,3,0,-2,1,1,22,22,22,22,22,22,22,22,22,22,13.583655439,13.108509327,10.867700051,10.150507525,9.697256386,9.9786172488,10.658682635,9.6600857333,14.356709001,12.772393703,14.871589544,13.534010034,13.245033113,13.304822998,13.413173653,12.437360382,-0.773053562,0.3361156238,-4.003889493,-3.383502508,-3.547776727,-3.32620575,-2.754491018,-2.777274648,-0.441744892,-0.112038541,0.8007778985,1.0500525026,2.719962157,1.9006889998,2.2754491018,2.4150214333,-1.104362231,-27.44944261,-11.89727164,-22.51779256,-1.537369915,-4.989308624,-9.221556886,-6.641308942,-1.546107123,-27.56148115,-11.09649374,-21.46774005,1.1825922422,-3.088619625,-6.946107784,-4.226287508
050,4,8,35,039,New Mexico,Rio Arriba County,40246,40220,40289,40246,40197,40069,39739,39364,39233,39191,39006,69,-43,-49,-128,-330,-375,-131,-42,-185,158,591,576,594,546,515,504,462,442,74,354,409,368,425,391,430,426,443,84,237,167,226,121,124,74,36,-1,9,34,48,72,37,37,31,26,26,-20,-314,-265,-429,-493,-538,-235,-103,-209,-11,-280,-217,-357,-456,-501,-204,-77,-183,-4,0,1,3,5,2,-1,-1,-1,425,425,425,425,425,425,425,425,425,425,14.676848575,14.320699129,14.800787382,13.682838813,13.020997939,12.824916982,11.782107518,11.304781513,8.7912087912,10.168690874,9.1695113747,10.650561347,9.8858450375,10.941893456,10.864021218,11.330357942,5.8856397839,4.1520082543,5.6312760073,3.0322774659,3.1351529019,1.8830235251,0.9180863001,-0.025576429,0.8443533867,1.193391594,1.7940348342,0.9272253408,0.9354891723,0.7888341794,0.6630623279,0.6649871478,-7.797851866,-6.588516092,-10.68945755,-12.35465116,-13.60251824,-5.979872005,-2.626746914,-5.345473612,-6.953498479,-5.395124498,-8.895422719,-11.42742582,-12.66702906,-5.191037826,-1.963684586,-4.680486464
050,4,8,35,041,New Mexico,Roosevelt County,19846,19840,20022,20432,20323,20028,19656,19140,19143,18905,18743,182,410,-109,-295,-372,-516,3,-238,-162,77,284,296,276,314,298,276,263,254,43,158,162,167,126,154,145,145,157,34,126,134,109,188,144,131,118,97,1,20,19,62,30,62,39,45,46,134,261,-265,-472,-603,-733,-166,-404,-307,135,281,-246,-410,-573,-671,-127,-359,-261,13,3,3,6,13,11,-1,3,2,1083,1083,1083,1083,1081,1079,1078,1078,1079,1078,14.04063875,14.525825052,13.679958365,15.825017639,15.362408496,14.418932686,13.824642557,13.493412665,7.8113412765,7.9499447921,8.2773661124,6.3501663139,7.9389627797,7.5751639109,7.6219512195,8.3404164896,6.2292974737,6.5758802601,5.402592253,9.4748513255,7.4234457161,6.8437687747,6.2026913373,5.1529961751,0.9887773768,0.9324009324,3.0730341255,1.5119443604,3.1962057944,2.0374578795,2.3654331371,2.4436889078,12.903544767,-13.00453932,-23.39471141,-30.39008164,-37.78740076,-8.672256615,-21.23633305,-16.30896728,13.892322144,-12.07213839,-20.32167728,-28.87813728,-34.59119497,-6.634798736,-18.87089992,-13.86527837
050,4,8,35,043,New Mexico,Sandoval County,131561,131620,132430,134312,135381,136326,137039,138531,140471,142624,145179,810,1882,1069,945,713,1492,1940,2153,2555,371,1601,1474,1445,1443,1467,1443,1452,1440,160,950,888,990,980,1038,1058,1198,1118,211,651,586,455,463,429,385,254,322,12,91,31,23,-25,13,3,-13,-8,549,1129,470,480,298,1055,1553,1912,2238,561,1220,501,503,273,1068,1556,1899,2230,38,11,-18,-13,-23,-5,-1,0,3,761,761,761,761,761,761,761,761,761,761,12.004108839,10.930947411,10.636457655,10.557313482,10.647022535,10.344011871,10.258040587,10.00684496,7.122987756,6.5852654685,7.2872616458,7.169901048,7.5334760678,7.5841750238,8.463589961,7.7692032397,4.8811210833,4.3456819421,3.3491960089,3.3874124339,3.1135464673,2.759836847,1.7944506261,2.2376417202,0.6823072482,0.2298910242,0.169300018,-0.182905639,0.0943498929,0.0215052222,-0.091841961,-0.055593583,8.4651086068,3.485444561,3.5332177677,2.1802352167,7.656856697,11.132536684,13.50783306,15.552304875,9.147415855,3.7153355853,3.7025177857,1.9973295777,7.75120659,11.154041907,13.415991098,15.496711292
050,4,8,35,045,New Mexico,San Juan County,130044,130045,130202,129694,129748,129468,129094,128261,127973,126902,125043,157,-508,54,-280,-374,-833,-288,-1071,-1859,457,1922,1865,1935,1903,1857,1784,1558,1543,201,881,895,907,937,1021,1011,1114,1078,256,1041,970,1028,966,836,773,444,465,2,24,24,101,3,11,-2,-4,-4,-93,-1603,-946,-1427,-1363,-1694,-1059,-1518,-2325,-91,-1579,-922,-1326,-1360,-1683,-1061,-1522,-2329,-8,30,6,18,20,14,0,7,5,1754,1752,1751,1743,1750,1744,1737,1744,1745,1743,14.790531597,14.37700912,14.929633973,14.719873763,14.431427406,13.924771888,12.225600785,12.248705075,6.7796349309,6.899422607,6.9980248133,7.2477780958,7.9345650949,7.8912244277,8.7415399706,8.5574232471,8.0108966664,7.4775865126,7.9316091599,7.4720956676,6.4968623108,6.0335474605,3.4840608141,3.6912818274,0.1846892603,0.1850124498,0.7792728844,0.023205266,0.0854850304,-0.015610731,-0.031387935,-0.031752962,-12.33570351,-7.292574063,-11.01012283,-10.54292587,-13.16469468,-8.265881967,-11.91172143,-18.45640914,-12.15101425,-7.107561613,-10.23084995,-10.51972061,-13.07920965,-8.281492698,-11.94310937,-18.4881621
050,4,8,35,047,New Mexico,San Miguel County,29393,29379,29398,29354,29098,28829,28505,28233,28058,27782,27591,19,-44,-256,-269,-324,-272,-175,-276,-191,92,319,335,351,304,313,276,239,252,33,280,266,278,269,284,310,290,285,59,39,69,73,35,29,-34,-51,-33,6,63,74,116,71,77,77,60,61,-47,-145,-407,-465,-439,-380,-219,-285,-218,-41,-82,-333,-349,-368,-303,-142,-225,-157,1,-1,8,7,9,2,1,0,-1,1310,1310,1307,1306,1304,1300,1300,1299,1299,1299,10.859204793,11.462396496,12.118701124,10.604527854,11.03317001,9.8061857135,8.5601719198,9.1019088726,9.5315904139,9.1014849791,9.5982874998,9.3836118185,10.010927421,11.014194099,10.386819484,10.293825511,1.3276143791,2.3609115171,2.520413624,1.2209160359,1.0222425887,-1.208008385,-1.826647564,-1.191916638,2.1446078431,2.5319920619,4.0050408272,2.476715387,2.7142303218,2.7357836954,2.1489971347,2.2032398461,-4.936002179,-13.92595634,-16.05468952,-15.31377542,-13.39490289,-7.780995186,-10.20773639,-7.873873548,-2.791394336,-11.39396428,-12.0496487,-12.83706003,-10.68067257,-5.04521149,-8.058739255,-5.670633702
050,4,8,35,049,New Mexico,Santa Fe County,144170,144227,144528,145837,146722,147487,147819,148206,148888,149617,150056,301,1309,885,765,332,387,682,729,439,342,1484,1386,1322,1313,1333,1279,1236,1243,211,1030,1062,1112,1086,1137,1216,1181,1158,131,454,324,210,227,196,63,55,85,81,714,354,431,54,235,145,127,137,100,159,227,136,78,-20,480,552,228,181,873,581,567,132,215,625,679,365,-11,-18,-20,-12,-27,-24,-6,-5,-11,2613,2619,2615,2626,2631,2631,2630,2633,2632,2632,10.221617619,9.4750118779,8.9868086972,8.8924708607,9.0059961152,8.6100695403,8.2812683205,8.2957089895,7.0945189675,7.2600740363,7.5592520963,7.3550825246,7.6817836331,8.1859613456,7.9127652803,7.7284239821,3.1270986517,2.2149378416,1.4275566009,1.5373883362,1.3242124821,0.4241081947,0.3685030402,0.5672850073,4.9179480998,2.4200246788,2.9298899762,0.3657223355,1.5877037412,0.9761220355,0.85090702,0.914329953,1.0951733163,1.5518237347,0.9245128463,0.5282655957,-0.135123723,3.2313005311,3.6984305121,1.5216586079,6.0131214161,3.9718484135,3.8544028225,0.8939879312,1.4525800186,4.2074225666,4.549337532,2.4359885609
050,4,8,35,051,New Mexico,Sierra County,11988,11996,12042,12025,11857,11528,11267,11235,11113,11090,10968,46,-17,-168,-329,-261,-32,-122,-23,-122,17,93,75,111,110,125,108,90,100,30,230,232,249,247,230,278,230,233,-13,-137,-157,-138,-137,-105,-170,-140,-133,0,-4,-3,-3,-3,-1,-2,-2,-2,55,120,-7,-188,-119,76,49,119,14,55,116,-10,-191,-122,75,47,117,12,4,4,-1,0,-2,-2,1,0,-1,265,265,265,265,265,265,265,265,265,265,7.7284248141,6.2808809982,9.4932649134,9.6512393069,11.110123545,9.6652944335,8.1070125659,9.0670051682,19.11330868,19.428858555,21.295702373,21.671419171,20.442627322,24.87918382,20.717921002,21.126122042,-11.38488387,-13.14797756,-11.80243746,-12.02017986,-9.332503777,-15.21388939,-12.61090844,-12.05911687,-0.332405368,-0.25123524,-0.256574727,-0.263215617,-0.088880988,-0.178986934,-0.180155835,-0.181340103,9.9721610504,-0.58621556,-16.07868292,-10.44088616,6.7549551151,4.3851798819,10.71927217,1.2693807235,9.6397556821,-0.8374508,-16.33525764,-10.70410178,6.6660741267,4.2061929479,10.539116336,1.0880406202
050,4,8,35,053,New Mexico,Socorro County,17866,17861,17789,17776,17481,17514,17267,17146,16967,16885,16735,-72,-13,-295,33,-247,-121,-179,-82,-150,52,262,205,231,216,189,205,207,189,74,165,174,158,187,177,179,157,155,-22,97,31,73,29,12,26,50,34,5,24,29,46,41,56,55,44,46,-59,-134,-364,-87,-326,-189,-261,-177,-230,-54,-110,-335,-41,-285,-133,-206,-133,-184,4,0,9,1,9,0,1,1,0,583,583,583,583,582,582,580,580,581,581,14.733586391,11.628896389,13.201885984,12.420574452,10.984221079,12.018878433,12.229705778,11.243307555,9.2787853226,9.87038035,9.0298614088,10.752997326,10.286810217,10.494532876,9.275670566,9.2207019631,5.4548010685,1.7585160394,4.1720245749,1.6675771254,0.6974108622,1.5243455574,2.9540352121,2.0226055919,1.3496415015,1.6450633917,2.6289469924,2.3576090394,3.2545840235,3.2245771407,2.5995509866,2.7364663891,-7.535498383,-20.64838188,-4.972138877,-18.745867,-10.98422108,-15.30208425,-10.45728465,-13.68233195,-6.185856882,-19.00331849,-2.343191885,-16.38825796,-7.729637056,-12.07750711,-7.857733664,-10.94586556
050,4,8,35,055,New Mexico,Taos County,32937,32935,32896,32891,32766,32962,32971,32814,32960,32862,32835,-39,-5,-125,196,9,-157,146,-98,-27,76,337,326,298,312,305,282,279,287,79,252,279,281,266,289,312,330,324,-3,85,47,17,46,16,-30,-51,-37,4,34,37,100,22,33,12,28,28,-38,-123,-210,81,-52,-202,164,-72,-14,-34,-89,-173,181,-30,-169,176,-44,14,-2,-1,1,-2,-7,-4,0,-3,-4,470,470,470,470,470,470,470,470,470,470,10.245185219,9.9303958451,9.0676728335,9.4641530038,9.2726305389,8.5748167969,8.4774087691,8.7370808408,7.6610880569,8.4987130085,8.5503894839,8.0687971122,8.7861974614,9.4870313498,10.02704263,9.8634640851,2.5840971621,1.4316828366,0.5172833496,1.3953558916,0.4864330774,-0.912214553,-1.549633861,-1.126383244,1.0336388648,1.1270694671,3.0428432327,0.6673441221,1.0032682222,0.3648858211,0.8507793747,0.8523981308,-3.739340599,-6.396880759,2.4647030185,-1.577358834,-6.141217603,4.986772889,-2.187718392,-0.426199065,-2.705701734,-5.269811292,5.5075462512,-0.910014712,-5.137949381,5.3516587101,-1.336939017,0.4261990654
050,4,8,35,057,New Mexico,Torrance County,16383,16375,16399,16443,16153,15825,15669,15608,15515,15593,15591,24,44,-290,-328,-156,-61,-93,78,-2,41,173,172,141,135,160,168,155,162,12,139,163,145,165,157,170,137,148,29,34,9,-4,-30,3,-2,18,14,11,53,50,87,37,54,38,47,50,-16,-42,-361,-419,-166,-119,-128,14,-65,-5,11,-311,-332,-129,-65,-90,61,-15,0,-1,12,8,3,1,-1,-1,-1,615,615,615,614,615,615,615,614,612,612,10.535290177,10.55344214,8.8185627619,8.5730615355,10.231160278,10.795874434,9.9652822425,10.389943561,8.4647707204,10.001227144,9.0687347551,10.478186321,10.039326022,10.924396748,8.8080236595,9.4920472037,2.0705194568,0.5522149957,-0.250171993,-1.905124786,0.1918342552,-0.128522315,1.157258583,0.8978963571,3.2275744474,3.0678610872,5.4412408531,2.3496539023,3.4530165937,2.4419239791,3.0217307445,3.206772704,-2.557700505,-22.14995705,-26.20551629,-10.54169048,-7.609425456,-8.22542814,0.900090009,-4.168804515,0.6698739419,-19.08209596,-20.76427544,-8.192036578,-4.156408863,-5.783504161,3.9218207535,-0.962031811
050,4,8,35,059,New Mexico,Union County,4549,4554,4542,4410,4401,4347,4248,4166,4154,4188,4118,-12,-132,-9,-54,-99,-82,-12,34,-70,15,48,36,44,39,39,37,35,37,15,53,55,41,46,54,44,31,34,0,-5,-19,3,-7,-15,-7,4,3,0,-4,0,-1,-1,2,0,2,2,-12,-126,12,-57,-94,-70,-4,29,-76,-12,-130,12,-58,-95,-68,-4,31,-74,0,3,-2,1,3,1,-1,-1,1,662,662,662,663,666,663,663,667,666,666,10.72386059,8.1716036772,10.059442158,9.07504363,9.270263846,8.8942307692,8.391273076,8.909222249,11.840929401,12.484394507,9.373571102,10.703897615,12.835749941,10.576923077,7.4322704387,8.1868528774,-1.117068811,-4.31279083,0.6858710562,-1.628853985,-3.565486095,-1.682692308,0.9590026373,0.7223693715,-0.893655049,0,-0.228623685,-0.232693426,0.4753981459,0,0.4795013186,0.481579581,-28.15013405,2.7238678924,-13.03155007,-21.87318208,-16.63893511,-0.961538462,6.9527691201,-18.30002408,-29.0437891,2.7238678924,-13.26017375,-22.10587551,-16.16353696,-0.961538462,7.4322704387,-17.8184445
050,4,8,35,061,New Mexico,Valencia County,76569,76582,76797,76950,76786,76502,75915,75731,75682,75994,76456,215,153,-164,-284,-587,-184,-49,312,462,216,966,908,870,806,825,817,848,817,89,583,590,598,646,672,674,646,683,127,383,318,272,160,153,143,202,134,5,53,62,101,15,34,8,17,21,85,-281,-546,-669,-772,-366,-198,98,313,90,-228,-484,-568,-757,-332,-190,115,334,-2,-2,2,12,10,-5,-2,-5,-6,1529,1529,1529,1533,1547,1546,1547,1553,1550,1549,12.566098851,11.81245772,11.351182089,10.576248056,10.880603511,10.791675748,11.181729476,10.718268285,7.5838878157,7.6754956549,7.802306769,8.4767447201,8.8627461324,8.9028022693,8.5181571244,8.9603148573,4.982211035,4.1369620648,3.5488753197,2.0995033362,2.0178573784,1.8888734785,2.6635723516,1.7579534274,0.6894443469,0.8065775095,1.3177809091,0.1968284378,0.4484127507,0.1056712436,0.2241620296,0.275500164,-3.655355877,-7.103085809,-8.728667606,-10.1301036,-4.827031376,-2.615363278,1.2922281706,4.106264349,-2.96591153,-6.2965083,-7.410886697,-9.93327516,-4.378618625,-2.509692034,1.5163902002,4.381764513
040,1,2,36,000,New York,New York,19378102,19378124,19400080,19498514,19574549,19628043,19656330,19661411,19641589,19590719,19542209,21956,98434,76035,53494,28287,5081,-19822,-50870,-48510,61420,243113,239922,239872,237032,239363,235826,230364,227099,35126,149752,146900,152576,148844,153820,151568,160681,165728,26294,93361,93022,87296,88188,85543,84258,69683,61371,19141,87879,90870,78677,85344,85244,88905,67949,70375,-22636,-82398,-107485,-111926,-145183,-165895,-193186,-188585,-180306,-3495,5481,-16615,-33249,-59839,-80651,-104281,-120636,-109931,-843,-408,-372,-553,-62,189,201,83,50,585684,585682,584230,582381,579333,577950,575391,574454,573496,572948,12.499834827,12.280685545,12.23755817,12.067495643,12.175826683,12.000407094,11.743586434,11.606542705,7.6996099139,7.5192466994,7.7839751004,7.5777714462,7.8244576666,7.7127954609,8.1912591021,8.4700025513,4.800224913,4.761438846,4.4535830692,4.4897241964,4.3513690169,4.2876116327,3.5523273319,3.1365401536,4.5183638257,4.6512862327,4.0138672463,4.3449337985,4.3361595978,4.5240821311,3.4639307991,3.5967152777,-4.236554154,-5.501744258,-5.710132636,-7.391386901,-8.438684206,-9.830598173,-9.613760169,-9.215052858,0.2818096716,-0.850458025,-1.69626539,-3.046453102,-4.102524608,-5.306516042,-6.14982937,-5.61833758
050,1,2,36,001,New York,Albany County,304204,304208,304078,304564,305717,306613,307190,307476,307628,307717,307117,-130,486,1153,896,577,286,152,89,-600,784,3092,3126,3197,3170,3170,3165,3065,2990,567,2688,2801,2654,2603,2660,2724,2675,2787,217,404,325,543,567,510,441,390,203,238,1047,1007,896,1088,1092,1125,860,870,-595,-946,-119,-503,-1050,-1296,-1410,-1160,-1671,-357,101,888,393,38,-204,-285,-300,-801,10,-19,-60,-40,-28,-20,-4,-1,-2,17024,17066,17222,17569,17706,17648,17626,17529,17568,17576,10.160324131,10.244461158,10.442081884,10.329046942,10.31454481,10.29094267,9.9618912968,9.7262025197,8.8327785463,9.1793780242,8.6685284079,8.4815486402,8.6551070012,8.8570388097,8.6943096962,9.0658616797,1.3275455851,1.0650831338,1.7735534761,1.8474983016,1.6594378085,1.4339038602,1.2675816006,0.66034084,3.4404461079,3.3001191255,2.9265265461,3.5451113794,3.55314919,3.6579180106,2.7951799397,2.8300321713,-3.108559712,-0.389984286,-1.64290497,-3.421293151,-4.216924313,-4.584590573,-3.770242709,-5.435613515,0.3318863963,2.9101348395,1.2836215766,0.1238182283,-0.663775123,-0.926672563,-0.97506277,-2.605581344
050,1,2,36,003,New York,Allegany County,48946,48917,48962,48787,48201,47892,47646,47324,47039,46688,46430,45,-175,-586,-309,-246,-322,-285,-351,-258,120,541,465,496,493,503,501,496,474,75,471,471,489,444,512,478,448,465,45,70,-6,7,49,-9,23,48,9,11,54,52,38,50,47,53,40,40,-5,-301,-650,-358,-346,-361,-362,-442,-307,6,-247,-598,-320,-296,-314,-309,-402,-267,-6,2,18,4,1,1,1,3,0,4584,4580,4568,4394,4300,4357,4364,4371,4260,4266,11.069166948,9.5888151111,10.323332605,10.320500743,10.592818785,10.618568719,10.583929924,10.180631027,9.636927232,9.7125417577,10.177640411,9.2947308924,10.782352322,10.131089516,9.5596786412,9.9873279065,1.432239716,-0.123726647,0.145692194,1.0257698507,-0.189533537,0.4874792027,1.024251283,0.1933031208,1.1048706381,1.0722976038,0.7909004818,1.0467039293,0.9897862483,1.1233216409,0.8535427358,0.8591249812,-6.158630779,-13.40372005,-7.451115066,-7.243191191,-7.602400758,-7.672498755,-9.431647231,-6.593784231,-5.053760141,-12.33142244,-6.660214584,-6.196487262,-6.61261451,-6.549177114,-8.578104495,-5.73465925
